UID,Chemical,Scientist,Exp No.,Plate No. Pos,Time,Temperature,Date made,Formulas,Final Comps Tom,Code Output
268,Na0.5Mn2/3Ni1/6Cu1/6O2,FT,5,7.3,6,950,,"{'Na': 0.5, 'Mn': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Cu': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Ni:4:0.167;Cu:2:0.167;O:-2:2;Mn:3:0.17;Mn:4:0.497;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;Mn:4:0.389;Mn:7:0.278;FinalChargeBalance:0.002
269,Na0.5Mn2/3Fe1/6Ni1/6O2,FT,5,7.4,6,950,,"{'Na': 0.5, 'Mn': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Fe:3:0.167;Ni:4:0.167;O:-2:2;Mn:3:0.337;Mn:4:0.33;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;Mn:4:0.389;Mn:7:0.278;FinalChargeBalance:0.002
270,Na0.5Fe2/3Cu1/6Mn1/6O2,FT,5,7.5,6,950,,"{'Na': 0.5, 'Fe': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Fe:3:0.667;Cu:2:0.167;O:-2:2;Mn:4:0.001;Mn:7:0.166;FinalChargeBalance:0.001,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
271,Na0.5Fe2/3Cu1/6Ni1/6O2,FT,5,7.6,6,950,,"{'Na': 0.5, 'Fe': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Fe:3:0.667;Cu:2:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.497,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
272,Na0.5Ni2/3Cu1/6Mn1/6O2,FT,5,7.7,6,950,,"{'Na': 0.5, 'Ni': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Ni:4:0.667;Mn:3:0.167;O:-2:2;Cu:1:0.003;Cu:2:0.164;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
273,Na0.5Fe2/3Ni1/6Mn1/6O2,FT,5,7.8,6,950,,"{'Na': 0.5, 'Fe': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Fe:3:0.667;Ni:4:0.167;O:-2:2;Mn:4:0.113;Mn:7:0.054;FinalChargeBalance:-0.001,Na:1:0.5;Fe:2:0.667;Mn:3:0.167;O:-2:2.0;FinalChargeBalance:-1.667
274,Na0.5Cu2/3Fe1/6Ni1/6O2,FT,5,7.9,6,950,,"{'Na': 0.5, 'Cu': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Cu:2:0.667;Fe:3:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.997,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
275,Na0.5Cu2/3Ni1/6Fe1/6O2,FT,5,7.1,6,950,,"{'Na': 0.5, 'Cu': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Fe': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Cu:2:0.667;Ni:4:0.167;Fe:3:0.167;O:-2:2;FinalChargeBalance:-0.997,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
276,Na0.5Cu2/3Ni1/6Mn1/6O2,FT,5,7.11,6,950,,"{'Na': 0.5, 'Cu': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Cu:2:0.667;Ni:4:0.167;Mn:3:0.167;O:-2:2;FinalChargeBalance:-0.997,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
277,Na0.5Ni2/3Fe1/6Mn1/6O2,FT,5,7.12,6,950,,"{'Na': 0.5, 'Ni': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.5;Fe:2:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.002;Ni:4:0.665;FinalChargeBalance:-0.001,Na:1:0.5;Fe:2:0.167;Mn:3:0.167;O:-2:2.0;Ni:4:0.667;FinalChargeBalance:0.001
278,Na0.5Cu2/3Ni1/9Mn1/9Fe1/9O2,FT,5,8.1,6,950,,"{'Na': 0.5, 'Cu': 0.6666666666666666, 'Ni': 0.1111111111111111, 'Mn': 0.1111111111111111, 'Fe': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Cu:2:0.667;Ni:4:0.111;Mn:3:0.111;Fe:3:0.111;O:-2:2;FinalChargeBalance:-1.056,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
279,Na0.5Fe2/3Cu1/9Mn1/9Ni1/9O2,FT,5,8.2,6,950,,"{'Na': 0.5, 'Fe': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Fe:3:0.667;Cu:2:0.111;Mn:3:0.111;Ni:4:0.111;O:-2:2;FinalChargeBalance:-0.5,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
280,Na0.5Ni2/3Fe1/9Cu1/9Mn1/9O2,FT,5,8.3,6,950,,"{'Na': 0.5, 'Ni': 0.6666666666666666, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Ni:4:0.667;Cu:2:0.111;Mn:3:0.111;O:-2:2;Fe:2:0.056;Fe:3:0.055;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
281,Na0.5Mn2/3Cu1/9Fe1/9Ni1/9O2,FT,5,8.4,6,950,,"{'Na': 0.5, 'Mn': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Cu:2:0.111;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.167;Mn:4:0.5;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;Mn:4:0.389;Mn:7:0.278;FinalChargeBalance:0.002
282,Na0.5Mn1/9Cu8/27Fe8/27Ni8/27O2,FT,5,8.9,6,950,,"{'Na': 0.5, 'Mn': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.5;Mn:7:0.111;Cu:2:0.296;Fe:3:0.296;Ni:4:0.296;O:-2:2;FinalChargeBalance:-0.059,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
283,Na0.5Ni1/9Cu8/27Fe8/27Mn8/27O2,FT,5,8.1,6,950,,"{'Na': 0.5, 'Ni': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Mn': 0.2962962962962963, 'O': 2.0}",Na:1:0.5;Ni:4:0.111;Cu:2:0.296;Fe:3:0.296;O:-2:2;Mn:4:0.165;Mn:7:0.131;FinalChargeBalance:0.001,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
284,Na0.5Fe1/9Mn8/27Cu8/27Ni8/27O2,FT,5,8.11,6,950,,"{'Na': 0.5, 'Fe': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Cu': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.5;Fe:3:0.111;Cu:2:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.227;Mn:7:0.069;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
285,Na0.5Cu1/9Mn8/27Fe8/27Ni8/27O2,FT,5,8.12,6,950,,"{'Na': 0.5, 'Cu': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:0.5;Cu:2:0.111;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:4:0.289;Mn:7:0.007;FinalChargeBalance:-0.001,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
286,Na0.5Fe7/18Ni7/18Cu1/9Mn1/9O2,FT,5,9.1,6,950,,"{'Na': 0.5, 'Fe': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Fe:3:0.389;Ni:4:0.389;Cu:2:0.111;O:-2:2;Mn:4:0.074;Mn:7:0.037;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
287,Na0.5Cu7/18Ni7/18Fe1/9Mn1/9O2,FT,5,9.2,6,950,,"{'Na': 0.5, 'Cu': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Cu:2:0.389;Ni:4:0.389;Fe:3:0.111;Mn:3:0.111;O:-2:2;FinalChargeBalance:-0.5,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
288,Na0.5Fe7/18Mn7/18Cu1/9Ni1/9O2,FT,5,9.5,6,950,,"{'Na': 0.5, 'Fe': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Fe:3:0.389;Cu:2:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.352;Mn:7:0.037;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
289,Na0.5Cu7/18Fe7/18Mn1/9Ni1/9O2,FT,5,9.6,6,950,,"{'Na': 0.5, 'Cu': 0.3888888888888889, 'Fe': 0.3888888888888889, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Cu:2:0.389;Fe:3:0.389;Mn:3:0.111;Ni:4:0.111;O:-2:2;FinalChargeBalance:-0.778,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
290,Na0.5Mn7/18Ni7/18Fe1/9Cu1/9O2,FT,5,9.9,6,950,,"{'Na': 0.5, 'Mn': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Ni:4:0.389;Fe:3:0.111;Cu:2:0.111;O:-2:2;Mn:3:0.167;Mn:4:0.222;FinalChargeBalance:0,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
291,Na0.5Cu7/18Mn7/18Fe1/9Ni1/9O2,FT,5,9.1,6,950,,"{'Na': 0.5, 'Cu': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:0.5;Cu:2:0.389;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:4:0.259;Mn:7:0.13;FinalChargeBalance:0.001,Na:1:0.5;O:-2:2.0;FinalChargeBalance:-3.5
292,NaMn2/3Cu1/6Fe1/6O2,FT,6,1.1,3,950,,"{'Na': 1, 'Mn': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Fe': 0.16666666666666666, 'O': 2.0}",Na:1:1;Cu:2:0.167;Fe:3:0.167;O:-2:2;Mn:3:0.503;Mn:4:0.164;FinalChargeBalance:0,Na:1:1;O:-2:2.0;Mn:4:0.556;Mn:7:0.111;FinalChargeBalance:0.001
293,NaNi2/3Fe1/6Cu1/6O2,FT,6,1.2,3,950,,"{'Na': 1, 'Ni': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Cu': 0.16666666666666666, 'O': 2.0}",Na:1:1;Fe:2:0.167;Cu:1:0.167;O:-2:2;Ni:2:0.084;Ni:4:0.583;FinalChargeBalance:0.001,Na:1:1;Fe:2:0.167;Cu:1:0.167;O:-2:2.0;Ni:2:0.083;Ni:4:0.584;FinalChargeBalance:0.002
294,NaMn2/3Ni1/6Cu1/6O2,FT,6,1.3,3,950,,"{'Na': 1, 'Mn': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Cu': 0.16666666666666666, 'O': 2.0}",Na:1:1;Mn:3:0.667;Ni:4:0.167;O:-2:2;Cu:1:0.003;Cu:2:0.164;FinalChargeBalance:0,Na:1:1;O:-2:2.0;Mn:4:0.556;Mn:7:0.111;FinalChargeBalance:0.001
295,NaMn2/3Fe1/6Ni1/6O2,FT,6,1.4,3,950,,"{'Na': 1, 'Mn': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:1;Mn:3:0.667;Fe:2:0.167;O:-2:2;Ni:2:0.002;Ni:4:0.165;FinalChargeBalance:-0.001,Na:1:1;Mn:3:0.667;Fe:2:0.167;O:-2:2.0;Ni:4:0.167;FinalChargeBalance:0.001
296,NaFe2/3Cu1/6Mn1/6O2,FT,6,1.5,3,950,,"{'Na': 1, 'Fe': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:1;Fe:3:0.667;Cu:2:0.167;O:-2:2;Mn:3:0.003;Mn:4:0.164;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
297,NaFe2/3Cu1/6Ni1/6O2,FT,6,1.6,3,950,,"{'Na': 1, 'Fe': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:1;Cu:2:0.167;Ni:4:0.167;O:-2:2;Fe:2:0.003;Fe:3:0.664;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
298,NaNi2/3Cu1/6Mn1/6O2,FT,6,1.7,3,950,,"{'Na': 1, 'Ni': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:1;Cu:1:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.168;Ni:4:0.499;FinalChargeBalance:0,Na:1:1;Cu:1:0.167;Mn:3:0.167;O:-2:2.0;Ni:2:0.167;Ni:4:0.5;FinalChargeBalance:0.001
299,NaFe2/3Ni1/6Mn1/6O2,FT,6,1.8,3,950,,"{'Na': 1, 'Fe': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:1;Ni:4:0.167;Mn:3:0.167;O:-2:2;Fe:2:0.17;Fe:3:0.497;FinalChargeBalance:0,Na:1:1;Fe:2:0.667;Mn:3:0.167;O:-2:2.0;FinalChargeBalance:-1.167
300,NaCu2/3Fe1/6Ni1/6O2,FT,6,1.9,3,950,,"{'Na': 1, 'Cu': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:1;Cu:2:0.667;Fe:3:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.497,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
301,NaCu2/3Ni1/6Fe1/6O2,FT,6,1.1,3,950,,"{'Na': 1, 'Cu': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Fe': 0.16666666666666666, 'O': 2.0}",Na:1:1;Cu:2:0.667;Ni:4:0.167;Fe:3:0.167;O:-2:2;FinalChargeBalance:-0.497,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
302,NaCu2/3Ni1/6Mn1/6O2,FT,6,1.11,3,950,,"{'Na': 1, 'Cu': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:1;Cu:2:0.667;Ni:4:0.167;O:-2:2;Mn:4:0.057;Mn:7:0.11;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
303,NaNi2/3Fe1/6Mn1/6O2,FT,6,1.12,3,950,,"{'Na': 1, 'Ni': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:1;Fe:2:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.252;Ni:4:0.415;FinalChargeBalance:-0.001,Na:1:1;Fe:2:0.167;Mn:3:0.167;O:-2:2.0;Ni:2:0.25;Ni:4:0.417;FinalChargeBalance:0.001
304,NaCu2/3Ni1/9Mn1/9Fe1/9O2,FT,6,2.1,3,950,,"{'Na': 1, 'Cu': 0.6666666666666666, 'Ni': 0.1111111111111111, 'Mn': 0.1111111111111111, 'Fe': 0.1111111111111111, 'O': 2.0}",Na:1:1;Cu:2:0.667;Ni:4:0.111;Mn:3:0.111;Fe:3:0.111;O:-2:2;FinalChargeBalance:-0.556,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
305,NaFe2/3Cu1/9Mn1/9Ni1/9O2,FT,6,2.2,3,950,,"{'Na': 1, 'Fe': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:1;Cu:2:0.111;Mn:3:0.111;Ni:4:0.111;O:-2:2;Fe:3:0.667;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
306,NaNi2/3Fe1/9Cu1/9Mn1/9O2,FT,6,2.3,3,950,,"{'Na': 1, 'Ni': 0.6666666666666666, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:1;Fe:2:0.111;Cu:1:0.111;Mn:3:0.111;O:-2:2;Ni:2:0.167;Ni:4:0.5;FinalChargeBalance:0,Na:1:1;Fe:2:0.111;Cu:1:0.111;Mn:3:0.111;O:-2:2.0;Ni:2:0.167;Ni:4:0.5;FinalChargeBalance:0.001
307,NaMn2/3Cu1/9Fe1/9Ni1/9O2,FT,6,2.4,3,950,,"{'Na': 1, 'Mn': 0.6666666666666666, 'Cu': 0.1111111111111111, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:1;Mn:3:0.667;Cu:2:0.111;Ni:4:0.111;O:-2:2;Fe:3:0.111;FinalChargeBalance:0,Na:1:1;O:-2:2.0;Mn:4:0.556;Mn:7:0.111;FinalChargeBalance:0.001
308,NaMn1/9Cu8/27Fe8/27Ni8/27O2,FT,6,2.9,3,950,,"{'Na': 1, 'Mn': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:1;Cu:2:0.296;Fe:3:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.108;Mn:4:0.003;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
309,NaNi1/9Cu8/27Fe8/27Mn8/27O2,FT,6,2.1,3,950,,"{'Na': 1, 'Ni': 0.1111111111111111, 'Cu': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Mn': 0.2962962962962963, 'O': 2.0}",Na:1:1;Ni:4:0.111;Cu:2:0.296;Fe:3:0.296;O:-2:2;Mn:3:0.108;Mn:4:0.188;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
310,NaFe1/9Mn8/27Cu8/27Ni8/27O2,FT,6,2.11,3,950,,"{'Na': 1, 'Fe': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Cu': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:1;Fe:3:0.111;Cu:2:0.296;Ni:4:0.296;O:-2:2;Mn:3:0.293;Mn:4:0.003;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
311,NaCu1/9Mn8/27Fe8/27Ni8/27O2,FT,6,2.12,3,950,,"{'Na': 1, 'Cu': 0.1111111111111111, 'Mn': 0.2962962962962963, 'Fe': 0.2962962962962963, 'Ni': 0.2962962962962963, 'O': 2.0}",Na:1:1;Cu:2:0.111;Mn:3:0.296;Ni:4:0.296;O:-2:2;Fe:2:0.182;Fe:3:0.114;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
312,NaFe7/18Ni7/18Cu1/9Mn1/9O2,FT,6,3.1,3,950,,"{'Na': 1, 'Fe': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:1;Ni:4:0.389;Cu:2:0.111;Mn:3:0.111;O:-2:2;Fe:2:0.278;Fe:3:0.111;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
313,NaCu2/18Ni7/18Fe1/9Mn1/9O2,FT,6,3.2,3,950,,"{'Na': 1, 'Cu': 0.1111111111111111, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Mn': 0.1111111111111111, 'O': 2.0}",Na:1:1;Cu:2:0.111;Ni:4:0.389;Fe:3:0.111;Mn:3:0.111;O:-2:2;FinalChargeBalance:-0.556,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
314,NaFe7/18Mn7/18Cu1/9Ni1/9O2,FT,6,3.5,3,950,,"{'Na': 1, 'Fe': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Cu': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:1;Mn:3:0.389;Cu:2:0.111;Ni:4:0.111;O:-2:2;Fe:3:0.389;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
315,NaCu7/18Fe7/18Mn1/9Ni1/9O2,FT,6,3.6,3,950,,"{'Na': 1, 'Cu': 0.3888888888888889, 'Fe': 0.3888888888888889, 'Mn': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:1;Cu:2:0.389;Fe:3:0.389;Ni:4:0.111;O:-2:2;Mn:4:0.055;Mn:7:0.056;FinalChargeBalance:0.001,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
316,NaMn7/18Ni7/18Fe1/9Cu1/9O2,FT,6,3.9,3,950,,"{'Na': 1, 'Mn': 0.3888888888888889, 'Ni': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Cu': 0.1111111111111111, 'O': 2.0}",Na:1:1;Mn:3:0.389;Fe:2:0.111;Cu:1:0.111;O:-2:2;Ni:2:0.028;Ni:4:0.361;FinalChargeBalance:0,Na:1:1;Mn:3:0.389;Fe:2:0.111;Cu:1:0.111;O:-2:2.0;Ni:2:0.028;Ni:4:0.361;FinalChargeBalance:0.0
317,NaCu7/18Mn7/18Fe1/9Ni1/9O2,FT,6,3.1,3,950,,"{'Na': 1, 'Cu': 0.3888888888888889, 'Mn': 0.3888888888888889, 'Fe': 0.1111111111111111, 'Ni': 0.1111111111111111, 'O': 2.0}",Na:1:1;Cu:2:0.389;Fe:3:0.111;Ni:4:0.111;O:-2:2;Mn:3:0.111;Mn:4:0.278;FinalChargeBalance:0,Na:1:1;O:-2:2.0;FinalChargeBalance:-3.0
318,Na0.75Mn2/3Cu1/6Fe1/6O2,FT,6,4.1,3,950,,"{'Na': 0.75, 'Mn': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Fe': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Cu:2:0.167;Fe:3:0.167;O:-2:2;Mn:3:0.253;Mn:4:0.414;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;Mn:4:0.472;Mn:7:0.195;FinalChargeBalance:0.003
319,Na0.75Ni2/3Fe1/6Cu1/6O2,FT,6,4.2,3,950,,"{'Na': 0.75, 'Ni': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Cu': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Ni:4:0.667;Fe:2:0.167;O:-2:2;Cu:1:0.086;Cu:2:0.081;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
320,Na0.75Mn2/3Ni1/6Cu1/6O2,FT,6,4.3,3,950,,"{'Na': 0.75, 'Mn': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Cu': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Ni:4:0.167;Cu:2:0.167;O:-2:2;Mn:3:0.42;Mn:4:0.247;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;Mn:4:0.472;Mn:7:0.195;FinalChargeBalance:0.003
321,Na0.75Mn2/3Fe1/6Ni1/6O2,FT,6,4.4,3,950,,"{'Na': 0.75, 'Mn': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Fe:3:0.167;Ni:4:0.167;O:-2:2;Mn:3:0.587;Mn:4:0.08;FinalChargeBalance:0,Na:1:0.75;O:-2:2.0;Mn:4:0.472;Mn:7:0.195;FinalChargeBalance:0.003
322,Na0.75Fe2/3Cu1/6Mn1/6O2,FT,6,4.5,3,950,,"{'Na': 0.75, 'Fe': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Fe:3:0.667;Cu:2:0.167;O:-2:2;Mn:4:0.085;Mn:7:0.082;FinalChargeBalance:-0.001,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
323,Na0.75Fe2/3Cu1/6Ni1/6O2,FT,6,4.6,3,950,,"{'Na': 0.75, 'Fe': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Fe:3:0.667;Cu:2:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.247,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
324,Na0.75Ni2/3Cu1/6Mn1/6O2,FT,6,4.7,3,950,,"{'Na': 0.75, 'Ni': 0.6666666666666666, 'Cu': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Cu:1:0.167;Mn:3:0.167;O:-2:2;Ni:2:0.043;Ni:4:0.624;FinalChargeBalance:0,Na:1:0.75;Cu:1:0.167;Mn:3:0.167;O:-2:2.0;Ni:2:0.042;Ni:4:0.625;FinalChargeBalance:0.001
325,Na0.75Fe2/3Ni1/6Mn1/6O2,FT,6,4.8,3,950,,"{'Na': 0.75, 'Fe': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Mn': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Fe:3:0.667;Ni:4:0.167;O:-2:2;Mn:3:0.087;Mn:4:0.08;FinalChargeBalance:0,Na:1:0.75;Fe:2:0.667;Mn:3:0.167;O:-2:2.0;FinalChargeBalance:-1.417
326,Na0.75Cu2/3Fe1/6Ni1/6O2,FT,6,4.9,3,950,,"{'Na': 0.75, 'Cu': 0.6666666666666666, 'Fe': 0.16666666666666666, 'Ni': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Cu:2:0.667;Fe:3:0.167;Ni:4:0.167;O:-2:2;FinalChargeBalance:-0.747,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
327,Na0.75Cu2/3Ni1/6Fe1/6O2,FT,6,4.1,3,950,,"{'Na': 0.75, 'Cu': 0.6666666666666666, 'Ni': 0.16666666666666666, 'Fe': 0.16666666666666666, 'O': 2.0}",Na:1:0.75;Cu:2:0.667;Ni:4:0.167;Fe:3:0.167;O:-2:2;FinalChargeBalance:-0.747,Na:1:0.75;O:-2:2.0;FinalChargeBalance:-3.25
